"paper_id","cs_m1","n_experts_m1","first_expert_date_m1","last_expert_date_m1","cs_m2","n_experts_m2","first_expert_date_m2","last_expert_date_m2","cs_m3","n_experts_m3","first_expert_date_m3","last_expert_date_m3","cs_m4","n_experts_m4","first_expert_date_m4","last_expert_date_m4","cs_m5","n_experts_m5","first_expert_date_m5","last_expert_date_m5","cs_m6","n_experts_m6","first_expert_date_m6","last_expert_date_m6","cs_m7","n_experts_m7","first_expert_date_m7","last_expert_date_m7","cs_m8","n_experts_m8","first_expert_date_m8","last_expert_date_m8","cs_m9","n_experts_m9","first_expert_date_m9","last_expert_date_m9","cs_m10","n_experts_m10","first_expert_date_m10","last_expert_date_m10","cs_m11","n_experts_m11","first_expert_date_m11","last_expert_date_m11","cs_m12","n_experts_m12","first_expert_date_m12","last_expert_date_m12"
"QAEq",0.39999998,11,"2020-07-21","2020-08-16",0.433194031443352,11,"2020-07-21","2020-08-16",0.470138472571453,11,"2020-07-21","2020-08-16",0.398,27,"2020-07-27","2020-08-02",0.54554414135148,27,"2020-07-27","2020-08-02",0.406,27,"2020-07-27","2020-08-02",0.465852985851833,27,"2020-07-27","2020-08-02",0.585863074353252,11,"2020-07-21","2020-08-16",0.574,27,"2020-07-27","2020-08-02",0.472159486363489,11,"2020-07-21","2020-08-16",0.502962962962963,27,"2020-07-27","2020-08-02",0.5,0,NA,NA
"QAQV",0.59,18,"2020-06-20","2020-07-19",0.555497958984723,18,"2020-06-20","2020-07-19",0.512644705310491,18,"2020-06-20","2020-07-19",0.414,24,"2020-06-29","2020-07-06",0.44477376601392,24,"2020-06-29","2020-07-06",0.446,24,"2020-06-29","2020-07-06",0.456991114392273,24,"2020-06-29","2020-07-06",0.502329747583937,18,"2020-06-20","2020-07-19",0.666,24,"2020-06-29","2020-07-06",0.422715224385698,18,"2020-06-20","2020-07-19",0.527083333333333,24,"2020-06-29","2020-07-06",0.4,0,NA,NA
"QAZ1",0.69,20,"2020-06-20","2020-07-19",0.659196299062984,20,"2020-06-20","2020-07-19",0.610092216655686,20,"2020-06-20","2020-07-19",0.698,29,"2020-06-29","2020-07-05",0.487303677461395,29,"2020-06-29","2020-07-05",0.606,29,"2020-06-29","2020-07-05",0.735549567436093,29,"2020-06-29","2020-07-05",0.376467789082906,20,"2020-06-20","2020-07-19",0.684,29,"2020-06-29","2020-07-05",0.616631904485654,20,"2020-06-20","2020-07-19",0.709310344827586,29,"2020-06-29","2020-07-05",0.4,0,NA,NA
"qbBb",0.39000002,5,"2019-11-01","2019-11-19",0.385608710813971,5,"2019-11-01","2019-11-19",0.356009687467132,5,"2019-11-01","2019-11-19",0.222,14,"2019-11-04","2019-11-10",0.233532904075089,14,"2019-11-04","2019-11-10",0.268,14,"2019-11-04","2019-11-10",0.312548045280052,14,"2019-11-04","2019-11-10",0.238003601790902,5,"2019-11-01","2019-11-19",0.406,14,"2019-11-04","2019-11-10",0.277617514350853,5,"2019-11-01","2019-11-19",0.41,14,"2019-11-04","2019-11-10",0.3,0,NA,NA
"QBm",0.36,10,"2019-09-08","2019-10-02",0.441731749113371,10,"2019-09-08","2019-10-02",0.549267205277829,10,"2019-09-08","2019-10-02",0.366,7,"2019-09-09","2019-09-14",0.232836349347261,7,"2019-09-09","2019-09-14",0.216,7,"2019-09-09","2019-09-14",0.321190737017264,7,"2019-09-09","2019-09-14",0.774282775640728,10,"2019-09-08","2019-10-02",0.32,7,"2019-09-09","2019-09-14",0.499725896180673,10,"2019-09-08","2019-10-02",0.378571428571429,7,"2019-09-09","2019-09-14",0.8,0,NA,NA
"QBQq",0.53,13,"2020-05-27","2020-06-21",0.686290787236249,13,"2020-05-27","2020-06-21",0.766760134786966,13,"2020-05-27","2020-06-21",0.784,25,"2020-06-01","2020-06-08",0.886008270655071,25,"2020-06-01","2020-06-08",0.802,25,"2020-06-01","2020-06-08",0.771038489329464,25,"2020-06-01","2020-06-08",0.85828017277409,13,"2020-05-27","2020-06-21",0.766,25,"2020-06-01","2020-06-08",0.80226701003082,13,"2020-05-27","2020-06-21",0.7288,25,"2020-06-01","2020-06-08",0.8,0,NA,NA
"qd3Q",0.4,1,"2019-09-08","2019-09-08",0.4,1,"2019-09-08","2019-09-08",0.378800058010872,1,"2019-09-08","2019-09-08",0.496,6,"2019-09-12","2019-09-15",0.370268851899343,6,"2019-09-12","2019-09-15",0.444,6,"2019-09-12","2019-09-15",0.504601762170587,6,"2019-09-12","2019-09-15",0.355063395815154,1,"2019-09-08","2019-09-08",0.496,6,"2019-09-12","2019-09-15",0.434776163991411,1,"2019-09-08","2019-09-08",0.471666666666667,6,"2019-09-12","2019-09-15",0.4,0,NA,NA
"qD5b",0.39999998,8,"2020-01-31","2020-04-26",0.305772592297965,8,"2020-01-31","2020-04-26",0.227909898714075,8,"2020-01-31","2020-04-26",0.308,16,"2020-02-03","2020-02-09",0.205522634862132,16,"2020-02-03","2020-02-09",0.308,16,"2020-02-03","2020-02-09",0.382233506792471,16,"2020-02-03","2020-02-09",0.267305851690256,8,"2020-01-31","2020-04-26",0.482,16,"2020-02-03","2020-02-09",0.259998352225635,8,"2020-01-31","2020-04-26",0.44,16,"2020-02-03","2020-02-09",0.3,0,NA,NA
"Qd9Q",0.82,13,"2020-05-01","2020-05-24",0.801872593436123,13,"2020-05-01","2020-05-24",0.819928333550016,13,"2020-05-01","2020-05-24",0.904,24,"2020-05-04","2020-05-11",0.926167127616526,24,"2020-05-04","2020-05-11",0.862,24,"2020-05-04","2020-05-11",0.860711482472242,24,"2020-05-04","2020-05-11",0.311840261692783,13,"2020-05-01","2020-05-24",0.786,24,"2020-05-04","2020-05-11",0.880865185133647,13,"2020-05-01","2020-05-24",0.807083333333333,24,"2020-05-04","2020-05-11",0.8,0,NA,NA
"qdKQ",0.26,2,"2019-09-08","2019-09-16",0.26,2,"2019-09-08","2019-09-16",0.236333822628347,2,"2019-09-08","2019-09-16",0.266,9,"2019-09-11","2019-09-15",0.23170870119794,9,"2019-09-11","2019-09-15",0.266,9,"2019-09-11","2019-09-15",0.257802575796613,9,"2019-09-11","2019-09-15",0.238003601790902,2,"2019-09-08","2019-09-16",0.338,9,"2019-09-11","2019-09-15",0.29093767518969,2,"2019-09-08","2019-09-16",0.322222222222222,9,"2019-09-11","2019-09-15",0.3,0,NA,NA
"qdrw",0.54999995,6,"2019-09-08","2019-09-28",0.435727544736791,6,"2019-09-08","2019-09-28",0.391990344048983,6,"2019-09-08","2019-09-28",0.62,10,"2019-09-09","2019-09-15",0.641718028653344,10,"2019-09-09","2019-09-15",0.67,10,"2019-09-09","2019-09-15",0.646555335384847,10,"2019-09-09","2019-09-15",0.485360269443954,6,"2019-09-08","2019-09-28",0.624,10,"2019-09-09","2019-09-15",0.475256007882844,6,"2019-09-08","2019-09-28",0.646,10,"2019-09-09","2019-09-15",0.4,0,NA,NA
"qdyg",0.4,1,"2019-09-08","2019-09-08",0.4,1,"2019-09-08","2019-09-08",0.4254514220705,1,"2019-09-08","2019-09-08",0.52,6,"2019-09-12","2019-09-15",0.470081642184424,6,"2019-09-12","2019-09-15",0.46,6,"2019-09-12","2019-09-15",0.527193656318925,6,"2019-09-12","2019-09-15",0.4134558605488,1,"2019-09-08","2019-09-08",0.52,6,"2019-09-12","2019-09-15",0.503641509180101,1,"2019-09-08","2019-09-08",0.478333333333333,6,"2019-09-12","2019-09-15",0.4,0,NA,NA
"QDzm",0.43,11,"2020-07-21","2020-08-17",0.443371648731254,11,"2020-07-21","2020-08-17",0.327862594555572,11,"2020-07-21","2020-08-17",0.27,27,"2020-07-27","2020-08-02",0.227111585228397,27,"2020-07-27","2020-08-02",0.318,27,"2020-07-27","2020-08-02",0.30968437185719,27,"2020-07-27","2020-08-02",0.257967648522738,11,"2020-07-21","2020-08-17",0.516,27,"2020-07-27","2020-08-02",0.260439102956476,11,"2020-07-21","2020-08-17",0.415925925925926,27,"2020-07-27","2020-08-02",0.3,0,NA,NA
"QdzV",0.88,9,"2020-01-31","2020-04-25",0.884158265637727,9,"2020-01-31","2020-04-25",0.919203215330101,9,"2020-01-31","2020-04-25",0.84,19,"2020-02-03","2020-02-09",0.888454726802281,19,"2020-02-03","2020-02-09",0.824,19,"2020-02-03","2020-02-09",0.810713518806587,19,"2020-02-03","2020-02-09",0.849819210858668,9,"2020-01-31","2020-04-25",0.78,19,"2020-02-03","2020-02-09",0.881287098960909,9,"2020-01-31","2020-04-25",0.774736842105263,19,"2020-02-03","2020-02-09",0.8,0,NA,NA
"QEam",0.77,14,"2020-05-01","2020-05-22",0.769342365211095,14,"2020-05-01","2020-05-22",0.744529907753971,14,"2020-05-01","2020-05-22",0.856,30,"2020-05-04","2020-05-11",0.831965542541151,30,"2020-05-04","2020-05-11",0.818,30,"2020-05-04","2020-05-11",0.80455422356185,30,"2020-05-04","2020-05-11",0.268757026061075,14,"2020-05-01","2020-05-22",0.768,30,"2020-05-04","2020-05-11",0.8266841084824,14,"2020-05-01","2020-05-22",0.766333333333333,30,"2020-05-04","2020-05-11",0.8,0,NA,NA
"qEb7",0.47,12,"2020-05-27","2020-06-21",0.413287520632377,12,"2020-05-27","2020-06-21",0.384806691268696,12,"2020-05-27","2020-06-21",0.17,25,"2020-06-01","2020-06-08",0.199693919139134,25,"2020-06-01","2020-06-08",0.21,25,"2020-06-01","2020-06-08",0.286697876202053,25,"2020-06-01","2020-06-08",0.250534941433969,12,"2020-05-27","2020-06-21",0.246,25,"2020-06-01","2020-06-08",0.270402386699089,12,"2020-05-27","2020-06-21",0.37,25,"2020-06-01","2020-06-08",0.3,0,NA,NA
"Qg2l",0.42999998,10,"2019-11-27","2019-12-15",0.42999998,10,"2019-11-27","2019-12-15",0.384140019276279,10,"2019-11-27","2019-12-15",0.504,16,"2019-12-02","2019-12-08",0.37619105669668,16,"2019-12-02","2019-12-08",0.546,16,"2019-12-02","2019-12-08",0.593828696773838,16,"2019-12-02","2019-12-08",0.350651160298822,10,"2019-11-27","2019-12-15",0.456,16,"2019-12-02","2019-12-08",0.398609645730082,10,"2019-11-27","2019-12-15",0.58625,16,"2019-12-02","2019-12-08",0.4,0,NA,NA
"qg47",0.34000006,6,"2019-12-22","2020-01-26",0.359521008400341,6,"2019-12-22","2020-01-26",0.348052982558787,6,"2019-12-22","2020-01-26",0.298,21,"2020-01-06","2020-01-12",0.377038823466854,21,"2020-01-06","2020-01-12",0.298,21,"2020-01-06","2020-01-12",0.457542375991854,21,"2020-01-06","2020-01-12",0.312977186594912,6,"2019-12-22","2020-01-26",0.534,21,"2020-01-06","2020-01-12",0.328330798100163,6,"2019-12-22","2020-01-26",0.510952380952381,21,"2020-01-06","2020-01-12",0.3,0,NA,NA
"qG5Z",0.6725272,10,"2020-01-31","2020-04-26",0.656778539026785,10,"2020-01-31","2020-04-26",0.746648773265943,10,"2020-01-31","2020-04-26",0.538,19,"2020-02-03","2020-02-09",0.561945116913075,19,"2020-02-03","2020-02-09",0.538,19,"2020-02-03","2020-02-09",0.371667240225493,19,"2020-02-03","2020-02-09",0.774282775640728,10,"2020-01-31","2020-04-26",0.598,19,"2020-02-03","2020-02-09",0.659607035978662,10,"2020-01-31","2020-04-26",0.426315789473684,19,"2020-02-03","2020-02-09",0.8,0,NA,NA
"qGdz",0.64000005,7,"2019-11-01","2019-11-22",0.656265596685032,7,"2019-11-01","2019-11-22",0.733855710490168,7,"2019-11-01","2019-11-22",0.676,26,"2019-11-04","2019-11-10",0.683123960794,26,"2019-11-04","2019-11-10",0.644,26,"2019-11-04","2019-11-10",0.644402171394761,26,"2019-11-04","2019-11-10",0.783671447832649,7,"2019-11-01","2019-11-22",0.618,26,"2019-11-04","2019-11-10",0.732927324727556,7,"2019-11-01","2019-11-22",0.591538461538461,26,"2019-11-04","2019-11-10",0.8,0,NA,NA
"QGG",0.30999997,13,"2019-10-04","2019-10-24",0.323232771702061,13,"2019-10-04","2019-10-24",0.336328720125093,13,"2019-10-04","2019-10-24",0.28,12,"2019-10-07","2019-10-13",0.459356089936013,12,"2019-10-07","2019-10-13",0.42,12,"2019-10-07","2019-10-13",0.401287378088487,12,"2019-10-07","2019-10-13",0.31999831225452,13,"2019-10-04","2019-10-24",0.432,12,"2019-10-07","2019-10-13",0.338214557256545,13,"2019-10-04","2019-10-24",0.49,12,"2019-10-07","2019-10-13",0.3,0,NA,NA
"qggQ",0.30000004,5,"2019-11-27","2019-12-15",0.30000004,5,"2019-11-27","2019-12-15",0.3310916267642,5,"2019-11-27","2019-12-15",0.312,13,"2019-12-02","2019-12-07",0.477655939811009,13,"2019-12-02","2019-12-07",0.312,13,"2019-12-02","2019-12-07",0.385094115103757,13,"2019-12-02","2019-12-07",0.36840192886308,5,"2019-11-27","2019-12-15",0.4,13,"2019-12-02","2019-12-07",0.364120850738257,5,"2019-11-27","2019-12-15",0.428461538461538,13,"2019-12-02","2019-12-07",0.3,0,NA,NA
"QgkG",0.5194509,5,"2020-01-31","2020-04-26",0.54366678998765,5,"2020-01-31","2020-04-26",0.49077565346726,5,"2020-01-31","2020-04-26",0.67,19,"2020-02-03","2020-02-09",0.556472950341399,19,"2020-02-03","2020-02-09",0.67,19,"2020-02-03","2020-02-09",0.715149923045967,19,"2020-02-03","2020-02-09",0.376467789082906,5,"2020-01-31","2020-04-26",0.568,19,"2020-02-03","2020-02-09",0.571138254418229,5,"2020-01-31","2020-04-26",0.653684210526316,19,"2020-02-03","2020-02-09",0.4,0,NA,NA
"QGla",0.42,2,"2019-09-08","2019-09-27",0.404562505831621,2,"2019-09-08","2019-09-27",0.430096134656711,2,"2019-09-08","2019-09-27",0.502,9,"2019-09-09","2019-09-15",0.532101517545866,9,"2019-09-09","2019-09-15",0.522,9,"2019-09-09","2019-09-15",0.527452829591759,9,"2019-09-09","2019-09-15",0.4134558605488,2,"2019-09-08","2019-09-27",0.574,9,"2019-09-09","2019-09-15",0.480080989031802,2,"2019-09-08","2019-09-27",0.54,9,"2019-09-09","2019-09-15",0.4,0,NA,NA
"qGpb",0.21823998,6,"2020-01-31","2020-04-26",0.202365185570712,6,"2020-01-31","2020-04-26",0.175238422315795,6,"2020-01-31","2020-04-26",0.094,19,"2020-02-03","2020-02-09",0.0702494165371766,19,"2020-02-03","2020-02-09",0.094,19,"2020-02-03","2020-02-09",0.177875519425709,19,"2020-02-03","2020-02-09",0.257689749335535,6,"2020-01-31","2020-04-26",0.2,19,"2020-02-03","2020-02-09",0.116790350476366,6,"2020-01-31","2020-04-26",0.231052631578947,19,"2020-02-03","2020-02-09",0.3,0,NA,NA
"QGrm",0.30999997,3,"2019-11-27","2019-12-13",0.30999997,3,"2019-11-27","2019-12-13",0.228984677359453,3,"2019-11-27","2019-12-13",0.38,12,"2019-12-02","2019-12-08",0.369099978705479,12,"2019-12-02","2019-12-08",0.42,12,"2019-12-02","2019-12-08",0.42225657503739,12,"2019-12-02","2019-12-08",0.303892546775381,3,"2019-11-27","2019-12-13",0.504,12,"2019-12-02","2019-12-08",0.340579553572475,3,"2019-11-27","2019-12-13",0.5425,12,"2019-12-02","2019-12-08",0.3,0,NA,NA
"qgXj",0.56,10,"2019-12-22","2020-01-20",0.56,10,"2019-12-22","2020-01-20",0.533895382327608,10,"2019-12-22","2020-01-20",0.54,17,"2020-01-07","2020-01-12",0.500884122905402,17,"2020-01-07","2020-01-12",0.538,17,"2020-01-07","2020-01-12",0.60965452653486,17,"2020-01-07","2020-01-12",0.400957449341036,10,"2019-12-22","2020-01-20",0.616,17,"2020-01-07","2020-01-12",0.483757149231853,10,"2019-12-22","2020-01-20",0.620588235294118,17,"2020-01-07","2020-01-12",0.4,0,NA,NA
"QGya",0.45999998,5,"2019-11-27","2019-12-17",0.483773896709977,5,"2019-11-27","2019-12-17",0.510024661488689,5,"2019-11-27","2019-12-17",0.594,10,"2019-12-03","2019-12-08",0.542075576902206,10,"2019-12-03","2019-12-08",0.532,10,"2019-12-03","2019-12-08",0.650873520981442,10,"2019-12-03","2019-12-08",0.4134558605488,5,"2019-11-27","2019-12-17",0.428,10,"2019-12-03","2019-12-08",0.555419797797479,5,"2019-11-27","2019-12-17",0.548,10,"2019-12-03","2019-12-08",0.4,0,NA,NA
"Qj2l",0.85,5,"2019-11-27","2019-12-16",0.85,5,"2019-11-27","2019-12-16",0.859485506217658,5,"2019-11-27","2019-12-16",0.704,12,"2019-12-02","2019-12-08",0.699966869614316,12,"2019-12-02","2019-12-08",0.736,12,"2019-12-02","2019-12-08",0.689102792731117,12,"2019-12-02","2019-12-08",0.76441401129093,5,"2019-11-27","2019-12-16",0.624,12,"2019-12-02","2019-12-08",0.730726777557299,5,"2019-11-27","2019-12-16",0.644166666666667,12,"2019-12-02","2019-12-08",0.8,0,NA,NA
"QJJV",0.72,10,"2019-12-22","2020-01-24",0.741950219221113,10,"2019-12-22","2020-01-24",0.805918924021288,10,"2019-12-22","2020-01-24",0.844,18,"2020-01-07","2020-01-12",0.858654559756518,18,"2020-01-07","2020-01-12",0.836,18,"2020-01-07","2020-01-12",0.743629024020316,18,"2020-01-07","2020-01-12",0.783671447832649,10,"2019-12-22","2020-01-24",0.556,18,"2020-01-07","2020-01-12",0.84978031409229,10,"2019-12-22","2020-01-24",0.666666666666667,18,"2020-01-07","2020-01-12",0.8,0,NA,NA
"QjlQ",0.7,27,"2019-11-27","2019-12-20",0.661124372434318,27,"2019-11-27","2019-12-20",0.61636188635639,27,"2019-11-27","2019-12-20",0.682,17,"2019-12-02","2019-12-08",0.655406991295996,17,"2019-12-02","2019-12-08",0.608,17,"2019-12-02","2019-12-08",0.645511218603507,17,"2019-12-02","2019-12-08",0.530195539490674,27,"2019-11-27","2019-12-20",0.696,17,"2019-12-02","2019-12-08",0.614676251419872,27,"2019-11-27","2019-12-20",0.674705882352941,17,"2019-12-02","2019-12-08",0.4,0,NA,NA
"qjxZ",0.3,20,"2019-12-22","2020-01-26",0.414354805645185,20,"2019-12-22","2020-01-26",0.372066551643871,20,"2019-12-22","2020-01-26",0.35,19,"2020-01-06","2020-01-12",0.312227882458015,19,"2020-01-06","2020-01-12",0.384,19,"2020-01-06","2020-01-12",0.427667149161796,19,"2020-01-06","2020-01-12",0.257689749335535,20,"2019-12-22","2020-01-26",0.492,19,"2020-01-06","2020-01-12",0.370898380590187,20,"2019-12-22","2020-01-26",0.454210526315789,19,"2020-01-06","2020-01-12",0.3,0,NA,NA
"QjYP",0.44999993,7,"2019-12-22","2020-01-25",0.434410387093522,7,"2019-12-22","2020-01-25",0.402400126521875,7,"2019-12-22","2020-01-25",0.53,16,"2020-01-06","2020-01-12",0.536838954167985,16,"2020-01-06","2020-01-12",0.642,16,"2020-01-06","2020-01-12",0.635743179749214,16,"2020-01-06","2020-01-12",0.342104795114852,7,"2019-12-22","2020-01-25",0.714,16,"2020-01-06","2020-01-12",0.443000132548885,7,"2019-12-22","2020-01-25",0.64625,16,"2020-01-06","2020-01-12",0.4,0,NA,NA
"qjyQ",0.72,7,"2020-01-31","2020-04-25",0.721089078301033,7,"2020-01-31","2020-04-25",0.828627045117275,7,"2020-01-31","2020-04-25",0.566,21,"2020-02-02","2020-02-09",0.670171719319542,21,"2020-02-02","2020-02-09",0.566,21,"2020-02-02","2020-02-09",0.590534317055574,21,"2020-02-02","2020-02-09",0.814544282882941,7,"2020-01-31","2020-04-25",0.624,21,"2020-02-02","2020-02-09",0.723811556470208,7,"2020-01-31","2020-04-25",0.617619047619048,21,"2020-02-02","2020-02-09",0.8,0,NA,NA
"qk5w",0.58259904,8,"2020-01-31","2020-04-26",0.542970179207593,8,"2020-01-31","2020-04-26",0.402482018116388,8,"2020-01-31","2020-04-26",0.548,17,"2020-02-03","2020-02-09",0.337112228354083,17,"2020-02-03","2020-02-09",0.52,17,"2020-02-03","2020-02-09",0.661512318269825,17,"2020-02-03","2020-02-09",0.363503839457644,8,"2020-01-31","2020-04-26",0.634,17,"2020-02-03","2020-02-09",0.383604476905794,8,"2020-01-31","2020-04-26",0.690588235294118,17,"2020-02-03","2020-02-09",0.4,0,NA,NA
"qkaw",0.84,15,"2019-11-27","2019-12-22",0.851001411201505,15,"2019-11-27","2019-12-22",0.89358501491846,15,"2019-11-27","2019-12-22",0.886,17,"2019-12-02","2019-12-08",0.928526293485205,17,"2019-12-02","2019-12-08",0.846,17,"2019-12-02","2019-12-08",0.830163589074438,17,"2019-12-02","2019-12-08",0.871320917452598,15,"2019-11-27","2019-12-22",0.848,17,"2019-12-02","2019-12-08",0.903023278189515,15,"2019-11-27","2019-12-22",0.804705882352941,17,"2019-12-02","2019-12-08",0.8,0,NA,NA
"qkNz",0.65000004,18,"2019-10-04","2019-10-25",0.645445554870863,18,"2019-10-04","2019-10-25",0.605099306665703,18,"2019-10-04","2019-10-25",0.64,14,"2019-10-07","2019-10-13",0.574787177212591,14,"2019-10-07","2019-10-13",0.576,14,"2019-10-07","2019-10-13",0.649022288689083,14,"2019-10-07","2019-10-13",0.502329747583937,18,"2019-10-04","2019-10-25",0.648,14,"2019-10-07","2019-10-13",0.586173560514957,18,"2019-10-04","2019-10-25",0.637142857142857,14,"2019-10-07","2019-10-13",0.4,0,NA,NA
"qkQN",0.13999999,12,"2020-05-01","2020-05-21",0.139995546000665,12,"2020-05-01","2020-05-21",0.154791488055949,12,"2020-05-01","2020-05-21",0.208,28,"2020-05-04","2020-05-10",0.3135924494793,28,"2020-05-04","2020-05-10",0.232,28,"2020-05-04","2020-05-10",0.359134373655244,28,"2020-05-04","2020-05-10",0.311840261692783,12,"2020-05-01","2020-05-21",0.434,28,"2020-05-04","2020-05-10",0.235509963288015,12,"2020-05-01","2020-05-21",0.433214285714286,28,"2020-05-04","2020-05-10",0.3,0,NA,NA
"Qkvm",0.75,5,"2019-09-08","2019-09-29",0.540056640826773,5,"2019-09-08","2019-09-29",0.490575261273481,5,"2019-09-08","2019-09-29",0.758,10,"2019-09-09","2019-09-15",0.582023273577653,10,"2019-09-09","2019-09-15",0.758,10,"2019-09-09","2019-09-15",0.743010181917724,10,"2019-09-09","2019-09-15",0.335352877409677,5,"2019-09-08","2019-09-29",0.716,10,"2019-09-09","2019-09-15",0.616083530293704,5,"2019-09-08","2019-09-29",0.709,10,"2019-09-09","2019-09-15",0.4,0,NA,NA
"qkVv",0.27,4,"2019-12-22","2020-01-19",0.27,4,"2019-12-22","2020-01-19",0.255210942370313,4,"2019-12-22","2020-01-19",0.356,23,"2020-01-06","2020-01-12",0.412138740646396,23,"2020-01-06","2020-01-12",0.396,23,"2020-01-06","2020-01-12",0.395820620532095,23,"2020-01-06","2020-01-12",0.26140314287632,4,"2019-12-22","2020-01-19",0.384,23,"2020-01-06","2020-01-12",0.387544619107128,4,"2019-12-22","2020-01-19",0.397391304347826,23,"2020-01-06","2020-01-12",0.3,0,NA,NA
"qkXZ",0.5226326,8,"2020-01-31","2020-04-25",0.524467813445384,8,"2020-01-31","2020-04-25",0.489561830797448,8,"2020-01-31","2020-04-25",0.534,20,"2020-02-03","2020-02-09",0.39636983748106,20,"2020-02-03","2020-02-09",0.534,20,"2020-02-03","2020-02-09",0.541467952859471,20,"2020-02-03","2020-02-09",0.32699161298288,8,"2020-01-31","2020-04-25",0.532,20,"2020-02-03","2020-02-09",0.462602677079633,8,"2020-01-31","2020-04-25",0.544,20,"2020-02-03","2020-02-09",0.4,0,NA,NA
"QL41",0.81,5,"2019-11-27","2019-12-22",0.833887058994735,5,"2019-11-27","2019-12-22",0.893791292754786,5,"2019-11-27","2019-12-22",0.71,12,"2019-12-02","2019-12-07",0.82254147115952,12,"2019-12-02","2019-12-07",0.71,12,"2019-12-02","2019-12-07",0.610551020408163,12,"2019-12-02","2019-12-07",0.809591035830387,5,"2019-11-27","2019-12-22",0.706,12,"2019-12-02","2019-12-07",0.796627076790564,5,"2019-11-27","2019-12-22",0.6275,12,"2019-12-02","2019-12-07",0.8,0,NA,NA
"ql97",0.68999994,4,"2019-11-01","2019-11-24",0.699479477377898,4,"2019-11-01","2019-11-24",0.730603713275632,4,"2019-11-01","2019-11-24",0.82,12,"2019-11-04","2019-11-10",0.830139333036654,12,"2019-11-04","2019-11-10",0.82,12,"2019-11-04","2019-11-10",0.77572431189512,12,"2019-11-04","2019-11-10",0.802938515851712,4,"2019-11-01","2019-11-24",0.722,12,"2019-11-04","2019-11-10",0.806305945464477,4,"2019-11-01","2019-11-24",0.765833333333333,12,"2019-11-04","2019-11-10",0.8,0,NA,NA
"QLBK",0.49,9,"2020-05-01","2020-05-25",0.445195550630233,9,"2020-05-01","2020-05-25",0.426415727416653,9,"2020-05-01","2020-05-25",0.358,29,"2020-05-04","2020-05-10",0.428328393365535,29,"2020-05-04","2020-05-10",0.412,29,"2020-05-04","2020-05-10",0.582555208372796,29,"2020-05-04","2020-05-10",0.26140314287632,9,"2020-05-01","2020-05-25",0.492,29,"2020-05-04","2020-05-10",0.417824193772484,9,"2020-05-01","2020-05-25",0.517586206896552,29,"2020-05-04","2020-05-10",0.3,0,NA,NA
"QLem",0.36000007,5,"2020-01-31","2020-04-26",0.350088962737516,5,"2020-01-31","2020-04-26",0.323561515224236,5,"2020-01-31","2020-04-26",0.212,17,"2020-02-02","2020-02-09",0.201620816264578,17,"2020-02-02","2020-02-09",0.212,17,"2020-02-02","2020-02-09",0.312148985994298,17,"2020-02-02","2020-02-09",0.250534941433969,5,"2020-01-31","2020-04-26",0.354,17,"2020-02-02","2020-02-09",0.263404589086235,5,"2020-01-31","2020-04-26",0.368823529411765,17,"2020-02-02","2020-02-09",0.3,0,NA,NA
"QLJq",0.39000002,10,"2020-05-01","2020-05-22",0.38488671281244,10,"2020-05-01","2020-05-22",0.413131497032862,10,"2020-05-01","2020-05-22",0.328,25,"2020-05-04","2020-05-11",0.468259880321623,25,"2020-05-04","2020-05-11",0.368,25,"2020-05-04","2020-05-11",0.476802903435792,25,"2020-05-04","2020-05-11",0.311840261692783,10,"2020-05-01","2020-05-22",0.464,25,"2020-05-04","2020-05-11",0.420565548596989,10,"2020-05-01","2020-05-22",0.492083333333333,25,"2020-05-04","2020-05-11",0.3,0,NA,NA
"qLkN",0.45000002,15,"2020-05-01","2020-05-25",0.526204656543997,15,"2020-05-01","2020-05-25",0.492490780187877,15,"2020-05-01","2020-05-25",0.434,33,"2020-05-04","2020-05-10",0.388800451505214,33,"2020-05-04","2020-05-10",0.434,33,"2020-05-04","2020-05-10",0.524326748079844,33,"2020-05-04","2020-05-10",0.268757026061075,15,"2020-05-01","2020-05-25",0.624,33,"2020-05-04","2020-05-10",0.476207218894551,15,"2020-05-01","2020-05-25",0.548484848484848,33,"2020-05-04","2020-05-10",0.3,0,NA,NA
"qLyz",0.45999998,11,"2020-05-01","2020-05-19",0.45999998,11,"2020-05-01","2020-05-19",0.489331316689766,11,"2020-05-01","2020-05-19",0.442,30,"2020-05-04","2020-05-11",0.385805217263697,30,"2020-05-04","2020-05-11",0.338,30,"2020-05-04","2020-05-11",0.492240190754766,30,"2020-05-04","2020-05-11",0.47524455094111,11,"2020-05-01","2020-05-19",0.484,30,"2020-05-04","2020-05-11",0.52033045124864,11,"2020-05-01","2020-05-19",0.521333333333333,30,"2020-05-04","2020-05-11",0.5,0,NA,NA
"qlzw",0.41000006,3,"2019-11-27","2019-12-22",0.400465860962686,3,"2019-11-27","2019-12-22",0.303592326209674,3,"2019-11-27","2019-12-22",0.584,12,"2019-12-02","2019-12-08",0.505950748863683,12,"2019-12-02","2019-12-08",0.648,12,"2019-12-02","2019-12-08",0.614314282542108,12,"2019-12-02","2019-12-08",0.404440394199425,3,"2019-11-27","2019-12-22",0.584,12,"2019-12-02","2019-12-08",0.423329823272856,3,"2019-11-27","2019-12-22",0.595,12,"2019-12-02","2019-12-08",0.4,0,NA,NA
